tab	locations
location	lat_n	lat_s	lon_e	lon_w	analysts	citations
Jasper Knob	46.5	46.5	272.3	272.3		This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
jk.19a_LP-DIR-T-332	jk.19a_LP-DIR-T	jk.19a	1.7	313.0	-67.9	0	0	0	0	24	913	This study	hargrave 2024-03-14 15:09:14	LT-T-Z:LP-DIR-T	g	332	u	8	273			pmagpy-4.2.109	1.81e-06	4.36e-08	3.15e-08	2.23e-08
jk.19a_LP-DIR-T-333	jk.19a_LP-DIR-T	jk.19a	1.8	321.5	-69.3	0	0	0	0	25	923	This study	hargrave 2024-03-15 09:27:21	LT-T-Z:LP-DIR-T	g	333	u	8	273			pmagpy-4.2.109	1.78e-06	4.35e-08	3.08e-08	1.44e-08
jk.19a_LP-DIR-T-334	jk.19a_LP-DIR-T	jk.19a	1.8	306.4	-69.4	0	0	0	0	26	933	This study	hargrave 2024-03-15 14:19:43	LT-T-Z:LP-DIR-T	g	334	u	8	273			pmagpy-4.2.109	1.77e-06	4.5999999999999995e-08	3.2e-08	1.53e-08
jk.19a_LP-DIR-T-336	jk.19a_LP-DIR-T	jk.19a	1.1	305.9	-70.9	0	0	0	0	28	938	This study	hargrave 2024-03-18 11:21:52	LT-T-Z:LP-DIR-T	b	336	u	8	273			pmagpy-4.2.109	1.84e-06	2.8e-08	1.8700000000000002e-08	1.78e-08
jk.19a_LP-DIR-T-337	jk.19a_LP-DIR-T	jk.19a	1.5	307.5	-67.3	0	0	0	0	29	943	This study	hargrave 2024-03-18 15:12:13	LT-T-Z:LP-DIR-T	g	337	u	8	273			pmagpy-4.2.109	1.78e-06	3.73e-08	2.69e-08	2.3399999999999998e-08
jk.19a_LP-DIR-T-338	jk.19a_LP-DIR-T	jk.19a	1.6	321.2	-71.9	0	0	0	0	30	945	This study	hargrave 2024-03-18 19:21:14	LT-T-Z:LP-DIR-T	g	338	u	8	273			pmagpy-4.2.109	1.65e-06	3.7400000000000004e-08	2.6e-08	1.42e-08
jk.19a_LP-DIR-T-340	jk.19a_LP-DIR-T	jk.19a	1.5	323.1	-69.5	0	0	0	0	32	947	This study	hargrave 2024-03-19 13:33:37	LT-T-Z:LP-DIR-T	g	340	u	8	273			pmagpy-4.2.109	1.65e-06	3.54e-08	2.74e-08	1.1100000000000002e-08
jk.19a_LP-DIR-T-341	jk.19a_LP-DIR-T	jk.19a	1.3	331.2	-74.5	0	0	0	0	33	949	This study	hargrave 2024-03-19 15:51:50	LT-T-Z:LP-DIR-T	g	341	u	8	273			pmagpy-4.2.109	1.15e-06	2.28e-08	1.53e-08	1.31e-08
jk.19a_LP-DIR-T-342	jk.19a_LP-DIR-T	jk.19a	1.8	271.2	-59.8	0	0	0	0	34	951	This study	hargrave 2024-03-20 09:54:33	LT-T-Z:LP-DIR-T	g	342	u	8	273			pmagpy-4.2.109	3.69e-07	8.48e-09	6.47e-09	5.920000000000001e-09
jk.19a_LP-DIR-T-343	jk.19a_LP-DIR-T	jk.19a	1.4	321.7	-71.0	0	0	0	0	35	953	This study	hargrave 2024-03-20 14:29:04	LT-T-Z:LP-DIR-T	g	343	u	8	273			pmagpy-4.2.109	2.47e-07	5.550000000000001e-09	3.379999999999999e-09	2.58e-09
jk.19a_LP-DIR-T-344	jk.19a_LP-DIR-T	jk.19a	1.4	169.3	-1.3	0	0	0	0	36	955	This study	hargrave 2024-03-21 08:40:02	LT-T-Z:LP-DIR-T	b	344	u	8	273			pmagpy-4.2.109	3.68e-08	5.09e-10	3.77e-10	8.28e-10
jk.20a_LP-DIR-T-345	jk.20a_LP-DIR-T	jk.20a	3.6	311.7	-2.6	0	0	0	0	0	273	This study	hargrave 2024-02-20 15:51:49	LT-NO:LP-DIR-T	g	345	u	8	273			pmagpy-4.2.109	1.52e-05	5.55e-07	7.05e-07	3.7e-07
jk.20a_LP-DIR-T-346	jk.20a_LP-DIR-T	jk.20a	5.6	315.0	-3.0	0	0	0	0	1	373	This study	hargrave 2024-02-21 11:13:51	LT-T-Z:LP-DIR-T	g	346	u	8	273			pmagpy-4.2.109	1.4800000000000002e-05	8.8e-07	1.09e-06	3.770000000000001e-07
jk.20a_LP-DIR-T-347	jk.20a_LP-DIR-T	jk.20a	4.3	312.7	-2.0	0	0	0	0	2	473	This study	hargrave 2024-02-21 18:36:52	LT-T-Z:LP-DIR-T	g	347	u	8	273			pmagpy-4.2.109	1.34e-05	8.05e-07	5.49e-07	3.13e-07
jk.20a_LP-DIR-T-349	jk.20a_LP-DIR-T	jk.20a	1.5	316.1	-5.1	0	0	0	0	4	573	This study	hargrave 2024-02-26 14:49:26	LT-T-Z:LP-DIR-T	g	349	u	8	273			pmagpy-4.2.109	1.18e-05	1.1699999999999999e-07	4.87e-08	2.9899999999999996e-07
jk.20a_LP-DIR-T-351	jk.20a_LP-DIR-T	jk.20a	1.9	316.4	-3.8	0	0	0	0	6	673	This study	hargrave 2024-02-27 12:50:12	LT-T-Z:LP-DIR-T	g	351	u	8	273			pmagpy-4.2.109	9.37e-06	1.06e-07	5.96e-08	2.87e-07
jk.20a_LP-DIR-T-352	jk.20a_LP-DIR-T	jk.20a	3.7	312.7	-2.7	0	0	0	0	7	723	This study	hargrave 2024-02-28 09:51:57	LT-T-Z:LP-DIR-T	g	352	u	8	273			pmagpy-4.2.109	7.97e-06	4.03e-07	1.87e-07	2.9699999999999997e-07
jk.20a_LP-DIR-T-353	jk.20a_LP-DIR-T	jk.20a	2.6	320.9	-2.9	0	0	0	0	8	773	This study	hargrave 2024-02-28 19:25:19	LT-T-Z:LP-DIR-T	b	353	u	8	273			pmagpy-4.2.109	6.34e-06	2.19e-07	6.81e-08	2.19e-07
jk.20a_LP-DIR-T-354	jk.20a_LP-DIR-T	jk.20a	4.7	318.3	-2.8	0	0	0	0	9	773	This study	hargrave 2024-02-28 20:12:12	LT-T-Z:LP-DIR-T	g	354	u	8	273			pmagpy-4.2.109	6.32e-06	4.2600000000000003e-07	2.7e-07	2.03e-07
jk.20a_LP-DIR-T-355	jk.20a_LP-DIR-T	jk.20a	1.1	319.0	-1.6	0	0	0	0	10	798	This study	hargrave 2024-03-04 11:18:03	LT-T-Z:LP-DIR-T	g	355	u	8	273			pmagpy-4.2.109	5.32e-06	4.0199999999999996e-08	2.8999999999999998e-08	9.32e-08
jk.20a_LP-DIR-T-356	jk.20a_LP-DIR-T	jk.20a	1.0	315.7	-1.2	0	0	0	0	11	813	This study	hargrave 2024-03-04 17:15:15	LT-T-Z:LP-DIR-T	g	356	u	8	273			pmagpy-4.2.109	4.64e-06	3.18e-08	2.46e-08	8.01e-08
jk.20a_LP-DIR-T-357	jk.20a_LP-DIR-T	jk.20a	1.0	315.5	0.3	0	0	0	0	12	823	This study	hargrave 2024-03-05 11:24:54	LT-T-Z:LP-DIR-T	g	357	u	8	273			pmagpy-4.2.109	4.06e-06	2.8999999999999998e-08	1.8e-08	7.13e-08
jk.20a_LP-DIR-T-358	jk.20a_LP-DIR-T	jk.20a	1.1	318.1	-0.9	0	0	0	0	13	828	This study	hargrave 2024-03-05 16:22:36	LT-T-Z:LP-DIR-T	g	358	u	8	273			pmagpy-4.2.109	3.46e-06	3.08e-08	1.71e-08	6.41e-08
jk.20a_LP-DIR-T-361	jk.20a_LP-DIR-T	jk.20a	1.1	314.9	0.1	0	0	0	0	16	833	This study	hargrave 2024-03-06 17:13:46	LT-T-Z:LP-DIR-T	g	361	u	8	273			pmagpy-4.2.109	3.14e-06	1.77e-08	1.93e-08	5.62e-08
jk.20a_LP-DIR-T-362	jk.20a_LP-DIR-T	jk.20a	1.2	318.8	-4.6	0	0	0	0	17	838	This study	hargrave 2024-03-11 10:08:05	LT-T-Z:LP-DIR-T	g	362	u	8	273			pmagpy-4.2.109	2.59e-06	2.4700000000000003e-08	1.65e-08	4.93e-08
jk.20a_LP-DIR-T-363	jk.20a_LP-DIR-T	jk.20a	1.3	311.9	4.4	0	0	0	0	18	843	This study	hargrave 2024-03-11 15:42:07	LT-T-Z:LP-DIR-T	g	363	u	8	273			pmagpy-4.2.109	1.52e-06	1.01e-08	9.7e-09	3.5699999999999995e-08
jk.20a_LP-DIR-T-365	jk.20a_LP-DIR-T	jk.20a	1.0	311.2	-1.2	0	0	0	0	20	848	This study	hargrave 2024-03-12 10:33:47	LT-T-Z:LP-DIR-T	g	365	u	8	273			pmagpy-4.2.109	8.629999999999998e-07	6.32e-09	3.81e-09	1.54e-08
jk.20a_LP-DIR-T-366	jk.20a_LP-DIR-T	jk.20a	1.1	318.3	0.6	0	0	0	0	21	853	This study	hargrave 2024-03-12 14:26:57	LT-T-Z:LP-DIR-T	g	366	u	8	273			pmagpy-4.2.109	8.21e-07	6.65e-09	4.98e-09	1.49e-08
jk.20a_LP-DIR-T-367	jk.20a_LP-DIR-T	jk.20a	1.0	311.9	1.4	0	0	0	0	22	873	This study	hargrave 2024-03-12 19:39:36	LT-T-Z:LP-DIR-T	g	367	u	8	273			pmagpy-4.2.109	7.609999999999998e-07	5.57e-09	5.3600000000000005e-09	1.23e-08
jk.20a_LP-DIR-T-368	jk.20a_LP-DIR-T	jk.20a	1.3	310.9	1.6	0	0	0	0	23	893	This study	hargrave 2024-03-13 14:33:32	LT-T-Z:LP-DIR-T	g	368	u	8	273			pmagpy-4.2.109	6.95e-07	4.44e-09	3.99e-09	1.5e-08
jk.20a_LP-DIR-T-369	jk.20a_LP-DIR-T	jk.20a	1.8	315.5	2.1	0	0	0	0	24	903	This study	hargrave 2024-03-14 11:01:35	LT-T-Z:LP-DIR-T	g	369	u	8	273			pmagpy-4.2.109	6.64e-07	1.1499999999999999e-08	4.45e-09	1.93e-08
jk.20a_LP-DIR-T-370	jk.20a_LP-DIR-T	jk.20a	1.5	310.6	-1.8	0	0	0	0	25	913	This study	hargrave 2024-03-14 15:10:22	LT-T-Z:LP-DIR-T	g	370	u	8	273			pmagpy-4.2.109	6.58e-07	1.28e-08	8.590000000000001e-09	1.4e-08
jk.20a_LP-DIR-T-372	jk.20a_LP-DIR-T	jk.20a	1.2	310.1	-3.8	0	0	0	0	27	923	This study	hargrave 2024-03-15 11:19:57	LT-T-Z:LP-DIR-T	g	372	u	8	273			pmagpy-4.2.109	6.45e-07	4.86e-09	3.02e-09	1.28e-08
jk.20a_LP-DIR-T-373	jk.20a_LP-DIR-T	jk.20a	0.8	307.8	0.5	0	0	0	0	28	933	This study	hargrave 2024-03-15 14:21:37	LT-T-Z:LP-DIR-T	g	373	u	8	273			pmagpy-4.2.109	6.78e-07	4.51e-09	3.84e-09	8.440000000000001e-09
jk.20a_LP-DIR-T-375	jk.20a_LP-DIR-T	jk.20a	1.4	312.3	1.2	0	0	0	0	30	938	This study	hargrave 2024-03-18 11:22:59	LT-T-Z:LP-DIR-T	g	375	u	8	273			pmagpy-4.2.109	6.35e-07	2.25e-09	3.04e-09	1.49e-08
jk.20a_LP-DIR-T-376	jk.20a_LP-DIR-T	jk.20a	1.1	317.0	-0.5	0	0	0	0	31	943	This study	hargrave 2024-03-18 15:14:02	LT-T-Z:LP-DIR-T	g	376	u	8	273			pmagpy-4.2.109	6.420000000000001e-07	6.4e-09	3.9200000000000005e-09	1.1100000000000002e-08
jk.20a_LP-DIR-T-377	jk.20a_LP-DIR-T	jk.20a	1.1	315.8	-1.7	0	0	0	0	32	945	This study	hargrave 2024-03-18 19:22:41	LT-T-Z:LP-DIR-T	g	377	u	8	273			pmagpy-4.2.109	6.03e-07	6.609999999999999e-09	4.7499999999999995e-09	9.93e-09
jk.20a_LP-DIR-T-379	jk.20a_LP-DIR-T	jk.20a	1.0	313.2	-2.6	0	0	0	0	34	947	This study	hargrave 2024-03-19 13:25:52	LT-T-Z:LP-DIR-T	g	379	u	8	273			pmagpy-4.2.109	5.939999999999999e-07	4.42e-09	4.870000000000001e-09	9.56e-09
jk.20a_LP-DIR-T-380	jk.20a_LP-DIR-T	jk.20a	1.0	324.2	-1.5	0	0	0	0	35	949	This study	hargrave 2024-03-19 15:52:58	LT-T-Z:LP-DIR-T	g	380	u	8	273			pmagpy-4.2.109	5.09e-07	5.379999999999999e-09	3.829999999999999e-09	8.170000000000001e-09
jk.20a_LP-DIR-T-381	jk.20a_LP-DIR-T	jk.20a	1.2	314.3	0.2	0	0	0	0	36	951	This study	hargrave 2024-03-20 09:56:03	LT-T-Z:LP-DIR-T	g	381	u	8	273			pmagpy-4.2.109	2.64e-07	2.0100000000000003e-09	1.7600000000000001e-09	5.489999999999999e-09
jk.20a_LP-DIR-T-383	jk.20a_LP-DIR-T	jk.20a	0.6	305.9	-3.1	0	0	0	0	38	953	This study	hargrave 2024-03-20 15:49:09	LT-T-Z:LP-DIR-T	g	383	u	8	273			pmagpy-4.2.109	2.17e-07	8.110000000000001e-10	1.09e-09	2.36e-09
jk.20a_LP-DIR-T-384	jk.20a_LP-DIR-T	jk.20a	2.4	198.0	12.5	0	0	0	0	39	955	This study	hargrave 2024-03-21 08:43:37	LT-T-Z:LP-DIR-T	g	384	u	8	273			pmagpy-4.2.109	3.86e-08	9.22e-10	1.2800000000000001e-09	9.21e-10
jk.20a_LP-DIR-T-385	jk.20a_LP-DIR-T	jk.20a	3.1	135.3	5.9	0	0	0	0	40	957	This study	hargrave 2024-03-21 12:06:24	LT-T-Z:LP-DIR-T	g	385	u	8	273			pmagpy-4.2.109	2.65e-08	8.43e-10	1.32e-09	5.66e-10
jk.20a_LP-DIR-T-386	jk.20a_LP-DIR-T	jk.20a	2.1	201.5	-5.5	0	0	0	0	41	959	This study	hargrave 2024-03-21 15:18:04	LT-T-Z:LP-DIR-T	g	386	u	8	273			pmagpy-4.2.109	3.84e-08	1.4000000000000001e-09	1.35e-09	8.43e-10
jk.21a_LP-DIR-T-387	jk.21a_LP-DIR-T	jk.21a	2.2	352.4	-24.3	0	0	0	0	0	273	This study	hargrave 2024-02-20 15:52:59	LT-NO:LP-DIR-T	g	387	u	8	273			pmagpy-4.2.109	1.64e-05	6.620000000000001e-07	5.12e-07	3.48e-07
jk.21a_LP-DIR-T-388	jk.21a_LP-DIR-T	jk.21a	2.0	354.3	-25.4	0	0	0	0	1	373	This study	hargrave 2024-02-21 11:15:02	LT-T-Z:LP-DIR-T	g	388	u	8	273			pmagpy-4.2.109	1.64e-05	6.19e-07	4.81e-07	3.7100000000000003e-07
jk.21a_LP-DIR-T-389	jk.21a_LP-DIR-T	jk.21a	1.7	351.9	-25.0	0	0	0	0	2	473	This study	hargrave 2024-02-21 18:38:21	LT-T-Z:LP-DIR-T	g	389	u	8	273			pmagpy-4.2.109	1.62e-05	5.17e-07	1.59e-07	5.870000000000001e-07
jk.21a_LP-DIR-T-391	jk.21a_LP-DIR-T	jk.21a	1.9	354.0	-24.5	0	0	0	0	4	573	This study	hargrave 2024-02-26 14:50:54	LT-T-Z:LP-DIR-T	g	391	u	8	273			pmagpy-4.2.109	1.52e-05	2.2899999999999997e-07	1.42e-07	4.5899999999999997e-07
jk.21a_LP-DIR-T-393	jk.21a_LP-DIR-T	jk.21a	2.0	3.3	-24.9	0	0	0	0	6	673	This study	hargrave 2024-02-27 12:51:23	LT-T-Z:LP-DIR-T	g	393	u	8	273			pmagpy-4.2.109	1.4300000000000005e-05	1.7899999999999995e-07	1.7e-07	4.970000000000001e-07
jk.21a_LP-DIR-T-394	jk.21a_LP-DIR-T	jk.21a	2.9	354.2	-20.5	0	0	0	0	7	723	This study	hargrave 2024-02-28 09:53:09	LT-T-Z:LP-DIR-T	g	394	u	8	273			pmagpy-4.2.109	1.4099999999999999e-05	8.93e-07	1.66e-07	4.44e-07
jk.21a_LP-DIR-T-395	jk.21a_LP-DIR-T	jk.21a	1.9	353.1	-20.7	0	0	0	0	8	773	This study	hargrave 2024-02-28 20:13:41	LT-T-Z:LP-DIR-T	g	395	u	8	273			pmagpy-4.2.109	1.29e-05	5.78e-07	2.08e-07	4.3299999999999997e-07
jk.21a_LP-DIR-T-396	jk.21a_LP-DIR-T	jk.21a	0.8	356.6	-20.4	0	0	0	0	9	798	This study	hargrave 2024-03-04 11:19:32	LT-T-Z:LP-DIR-T	g	396	u	8	273			pmagpy-4.2.109	1.25e-05	1.47e-07	7.299999999999999e-08	1.2199999999999998e-07
jk.21a_LP-DIR-T-397	jk.21a_LP-DIR-T	jk.21a	1.0	353.9	-18.9	0	0	0	0	10	813	This study	hargrave 2024-03-04 17:16:43	LT-T-Z:LP-DIR-T	g	397	u	8	273			pmagpy-4.2.109	1.2e-05	1.56e-07	4.64e-08	1.7e-07
jk.21a_LP-DIR-T-398	jk.21a_LP-DIR-T	jk.21a	0.7	356.1	-19.3	0	0	0	0	11	823	This study	hargrave 2024-03-05 11:26:23	LT-T-Z:LP-DIR-T	g	398	u	8	273			pmagpy-4.2.109	1.1400000000000001e-05	1.2099999999999998e-07	4.72e-08	9.7e-08
jk.21a_LP-DIR-T-399	jk.21a_LP-DIR-T	jk.21a	0.6	356.8	-17.2	0	0	0	0	12	828	This study	hargrave 2024-03-05 16:24:06	LT-T-Z:LP-DIR-T	g	399	u	8	273			pmagpy-4.2.109	1.09e-05	1.28e-07	4.28e-08	8.49e-08
jk.21a_LP-DIR-T-400	jk.21a_LP-DIR-T	jk.21a	3.1	355.6	-19.1	0	0	0	0	13	833	This study	hargrave 2024-03-06 14:46:20	LT-T-Z:LP-DIR-T	g	400	u	8	273			pmagpy-4.2.109	1.01e-05	6.93e-07	1.68e-07	3.46e-07
jk.21a_LP-DIR-T-401	jk.21a_LP-DIR-T	jk.21a	0.6	354.0	-18.2	0	0	0	0	14	838	This study	hargrave 2024-03-11 10:09:34	LT-T-Z:LP-DIR-T	g	401	u	8	273			pmagpy-4.2.109	1.04e-05	1.06e-07	5.610000000000001e-08	7.480000000000002e-08
jk.21a_LP-DIR-T-402	jk.21a_LP-DIR-T	jk.21a	0.6	352.0	-15.8	0	0	0	0	15	843	This study	hargrave 2024-03-11 15:43:18	LT-T-Z:LP-DIR-T	g	402	u	8	273			pmagpy-4.2.109	1.01e-05	1.1800000000000001e-07	4.7599999999999996e-08	6.559999999999999e-08
jk.21a_LP-DIR-T-403	jk.21a_LP-DIR-T	jk.21a	0.7	354.8	-15.6	0	0	0	0	16	848	This study	hargrave 2024-03-12 09:23:05	LT-T-Z:LP-DIR-T	g	403	u	8	273			pmagpy-4.2.109	9.54e-06	9.17e-08	7.4e-08	6.6e-08
jk.21a_LP-DIR-T-404	jk.21a_LP-DIR-T	jk.21a	0.7	356.2	-15.5	0	0	0	0	17	853	This study	hargrave 2024-03-12 14:28:11	LT-T-Z:LP-DIR-T	g	404	u	8	273			pmagpy-4.2.109	9.46e-06	9.199999999999999e-08	6.61e-08	6.76e-08
jk.21a_LP-DIR-T-405	jk.21a_LP-DIR-T	jk.21a	0.6	355.4	-17.1	0	0	0	0	18	873	This study	hargrave 2024-03-12 19:41:04	LT-T-Z:LP-DIR-T	g	405	u	8	273			pmagpy-4.2.109	9.19e-06	8.529999999999999e-08	5.03e-08	6.89e-08
jk.21a_LP-DIR-T-406	jk.21a_LP-DIR-T	jk.21a	0.6	354.3	-17.2	0	0	0	0	19	893	This study	hargrave 2024-03-13 14:35:49	LT-T-Z:LP-DIR-T	g	406	u	8	273			pmagpy-4.2.109	8.99e-06	8.49e-08	3.95e-08	6.83e-08
jk.21a_LP-DIR-T-407	jk.21a_LP-DIR-T	jk.21a	0.7	354.5	-14.7	0	0	0	0	20	903	This study	hargrave 2024-03-14 11:02:46	LT-T-Z:LP-DIR-T	g	407	u	8	273			pmagpy-4.2.109	8.71e-06	1.11e-07	5.11e-08	7.31e-08
jk.21a_LP-DIR-T-408	jk.21a_LP-DIR-T	jk.21a	0.7	354.2	-14.9	0	0	0	0	21	913	This study	hargrave 2024-03-14 15:11:33	LT-T-Z:LP-DIR-T	g	408	u	8	273			pmagpy-4.2.109	8.55e-06	1.06e-07	5.14e-08	7.42e-08
jk.21a_LP-DIR-T-409	jk.21a_LP-DIR-T	jk.21a	0.7	358.2	-14.5	0	0	0	0	22	923	This study	hargrave 2024-03-15 09:30:24	LT-T-Z:LP-DIR-T	g	409	u	8	273			pmagpy-4.2.109	8.45e-06	1.13e-07	4.4000000000000004e-08	7.47e-08
jk.21a_LP-DIR-T-410	jk.21a_LP-DIR-T	jk.21a	0.7	357.8	-14.7	0	0	0	0	23	933	This study	hargrave 2024-03-15 14:22:48	LT-T-Z:LP-DIR-T	g	410	u	8	273			pmagpy-4.2.109	8.37e-06	1.06e-07	3.11e-08	7.74e-08
jk.21a_LP-DIR-T-411	jk.21a_LP-DIR-T	jk.21a	0.3	352.9	-17.6	0	0	0	0	24	938	This study	hargrave 2024-03-18 09:57:27	LT-T-Z:LP-DIR-T	g	411	u	8	273			pmagpy-4.2.109	8.5e-06	4.8899999999999995e-08	2.21e-08	3.48e-08
jk.21a_LP-DIR-T-412	jk.21a_LP-DIR-T	jk.21a	0.7	356.9	-15.0	0	0	0	0	25	943	This study	hargrave 2024-03-18 15:15:14	LT-T-Z:LP-DIR-T	g	412	u	8	273			pmagpy-4.2.109	8.32e-06	9.13e-08	3.99e-08	6.719999999999999e-08
jk.21a_LP-DIR-T-413	jk.21a_LP-DIR-T	jk.21a	0.6	357.3	-17.9	0	0	0	0	26	945	This study	hargrave 2024-03-18 19:24:10	LT-T-Z:LP-DIR-T	g	413	u	8	273			pmagpy-4.2.109	8.28e-06	6.2e-08	2.62e-08	8.08e-08
jk.21a_LP-DIR-T-414	jk.21a_LP-DIR-T	jk.21a	0.6	354.5	-17.3	0	0	0	0	27	947	This study	hargrave 2024-03-19 11:33:35	LT-T-Z:LP-DIR-T	g	414	u	8	273			pmagpy-4.2.109	8.28e-06	6.5e-08	3.03e-08	7.18e-08
jk.21a_LP-DIR-T-415	jk.21a_LP-DIR-T	jk.21a	0.7	353.9	-17.6	0	0	0	0	28	949	This study	hargrave 2024-03-19 15:54:10	LT-T-Z:LP-DIR-T	g	415	u	8	273			pmagpy-4.2.109	8.18e-06	6.27e-08	4.83e-08	7.22e-08
jk.21a_LP-DIR-T-416	jk.21a_LP-DIR-T	jk.21a	0.7	355.0	-18.4	0	0	0	0	29	951	This study	hargrave 2024-03-20 09:57:34	LT-T-Z:LP-DIR-T	g	416	u	8	273			pmagpy-4.2.109	6.91e-06	5.32e-08	4.83e-08	6.27e-08
jk.21a_LP-DIR-T-417	jk.21a_LP-DIR-T	jk.21a	0.7	357.7	-15.4	0	0	0	0	30	953	This study	hargrave 2024-03-20 14:32:46	LT-T-Z:LP-DIR-T	g	417	u	8	273			pmagpy-4.2.109	6.94e-06	8.26e-08	4.15e-08	5.2099999999999997e-08
jk.21a_LP-DIR-T-418	jk.21a_LP-DIR-T	jk.21a	2.5	78.1	-14.3	0	0	0	0	31	955	This study	hargrave 2024-03-21 08:44:49	LT-T-Z:LP-DIR-T	g	418	u	8	273			pmagpy-4.2.109	3.67e-08	1.57e-09	5.74e-10	4.4299999999999997e-10
jk.21a_LP-DIR-T-419	jk.21a_LP-DIR-T	jk.21a	2.1	47.0	-5.7	0	0	0	0	32	957	This study	hargrave 2024-03-21 12:09:51	LT-T-Z:LP-DIR-T	b	419	u	8	273			pmagpy-4.2.109	6.87e-08	2.7300000000000003e-09	1.0300000000000002e-09	1.23e-09
jk.21a_LP-DIR-T-420	jk.21a_LP-DIR-T	jk.21a	1.9	55.3	-19.1	0	0	0	0	33	959	This study	hargrave 2024-03-21 15:21:17	LT-T-Z:LP-DIR-T	b	420	u	8	273			pmagpy-4.2.109	3.6499999999999996e-08	1.11e-09	3.61e-10	4.78e-10
jk.22a_LP-DIR-T-421	jk.22a_LP-DIR-T	jk.22a	4.9	264.6	11.5	0	0	0	0	0	273	This study	hargrave 2024-02-20 15:54:13	LT-NO:LP-DIR-T	g	421	u	8	273			pmagpy-4.2.109	3.45e-05	2.82e-06	1.07e-06	8.659999999999998e-07
jk.22a_LP-DIR-T-422	jk.22a_LP-DIR-T	jk.22a	2.1	265.3	10.3	0	0	0	0	1	373	This study	hargrave 2024-02-21 11:16:16	LT-T-Z:LP-DIR-T	g	422	u	8	273			pmagpy-4.2.109	3.2899999999999987e-05	1.06e-06	8.990000000000002e-07	5.71e-07
jk.22a_LP-DIR-T-423	jk.22a_LP-DIR-T	jk.22a	1.5	264.7	10.6	0	0	0	0	2	473	This study	hargrave 2024-02-21 18:39:53	LT-T-Z:LP-DIR-T	g	423	u	8	273			pmagpy-4.2.109	2.8499999999999998e-05	5.33e-07	5.67e-07	5.69e-07
jk.22a_LP-DIR-T-424	jk.22a_LP-DIR-T	jk.22a	1.9	260.7	9.8	0	0	0	0	3	573	This study	hargrave 2024-02-26 13:23:18	LT-T-Z:LP-DIR-T	g	424	u	8	273			pmagpy-4.2.109	2.5300000000000002e-05	7.629999999999998e-07	4.01e-07	3.96e-07
jk.22a_LP-DIR-T-426	jk.22a_LP-DIR-T	jk.22a	1.4	270.2	9.1	0	0	0	0	5	673	This study	hargrave 2024-02-27 12:53:59	LT-T-Z:LP-DIR-T	g	426	u	8	273			pmagpy-4.2.109	1.98e-05	2.59e-07	2.4199999999999997e-07	3.92e-07
jk.22a_LP-DIR-T-428	jk.22a_LP-DIR-T	jk.22a	1.3	265.3	9.4	0	0	0	0	7	723	This study	hargrave 2024-02-28 12:06:53	LT-T-Z:LP-DIR-T	g	428	u	8	273			pmagpy-4.2.109	1.65e-05	1.8e-07	1.87e-07	3.01e-07
jk.22a_LP-DIR-T-429	jk.22a_LP-DIR-T	jk.22a	1.5	261.8	10.2	0	0	0	0	8	773	This study	hargrave 2024-02-28 20:15:12	LT-T-Z:LP-DIR-T	g	429	u	8	273			pmagpy-4.2.109	1.39e-05	2.4899999999999997e-07	3.1e-07	2.22e-07
jk.22a_LP-DIR-T-430	jk.22a_LP-DIR-T	jk.22a	1.1	266.9	9.0	0	0	0	0	9	798	This study	hargrave 2024-03-04 11:21:52	LT-T-Z:LP-DIR-T	g	430	u	8	273			pmagpy-4.2.109	1.22e-05	1.2099999999999998e-07	9.289999999999999e-08	1.95e-07
jk.22a_LP-DIR-T-431	jk.22a_LP-DIR-T	jk.22a	1.2	263.7	9.0	0	0	0	0	10	813	This study	hargrave 2024-03-04 17:19:03	LT-T-Z:LP-DIR-T	g	431	u	8	273			pmagpy-4.2.109	1.11e-05	1.1599999999999999e-07	8.44e-08	1.85e-07
jk.22a_LP-DIR-T-432	jk.22a_LP-DIR-T	jk.22a	1.1	267.2	8.0	0	0	0	0	11	823	This study	hargrave 2024-03-05 11:27:54	LT-T-Z:LP-DIR-T	g	432	u	8	273			pmagpy-4.2.109	1.0199999999999999e-05	1.3800000000000004e-07	1.0199999999999999e-07	1.41e-07
jk.22a_LP-DIR-T-433	jk.22a_LP-DIR-T	jk.22a	1.2	263.2	10.2	0	0	0	0	12	828	This study	hargrave 2024-03-05 16:25:37	LT-T-Z:LP-DIR-T	g	433	u	8	273			pmagpy-4.2.109	9.46e-06	1.11e-07	7.29e-08	1.5199999999999998e-07
jk.22a_LP-DIR-T-434	jk.22a_LP-DIR-T	jk.22a	4.9	266.1	9.3	0	0	0	0	13	833	This study	hargrave 2024-03-06 14:48:54	LT-T-Z:LP-DIR-T	g	434	u	8	273			pmagpy-4.2.109	8.68e-06	7.32e-07	1.13e-07	1.72e-07
